CSFId,CSF
1316,Spright
1317,Stilettos
1318,Sublime
1319,Sugar Plum
1320,Rose
1321,Sangria
1322,Spice Cake
1323,Sugar Cookie
1324,Tartlette
1325,Bellini
1326,Butter Pecan
1327,Berry Cordial
1328,Passion Fruit
1329,Berry Glace
1330,Pink Champagne
1331,Strawberry Daiquiri
1332,Spiced Rum
1333,Amaretto
1334,Bavarian Creme
1335,Black Current
1336,Bread Pudding
1337,Ripe Fig
1338,Chocolate Souffle
1339,Gelato
1340,Gingersnap
1341,Italian Ice
1342,Maple Syrup
1343,Parfait
1344,Plum Brulee
1345,Red Delicious
1346,Red Zin
1347,Rose Crepe
1348,Spiced Raisen
1349,Sweet Apricot
1350,Truffle
1351,Mauve
1352,Bronze
1353,Berry
1354,Nude
1355,Rose
1356,Red
1357,Eye Rev-er Upper
1358,Blemish Therapy
1359,Clear
1360,Light
1361,Medium
1362,Tan
1363,Faux Tan Shimmer
1364,bareEyes Eye Makeup Remover
1365,X-treme White
1366,Basic Red
1367,Platinum
1368,Sangria
1369,Wisteria
1370,Root Beer Float
1371,Jean Jacket
1372,Vamp
1373,Caution
1374,Noir
1375,Kelly
1376,"Starry, Starry Night"
1377,Mocha Latte
1378,Merlot
1379,Raspberry
1380,Cotton Candy
1381,Clementine
1382,Gun Metal
1383,Hot Sauce
1384,Canyon
1385,Cerulean
1386,Candy Apple
1387,Lemon Drop
1388,Apple Martini
1389,Ionian Sea
1390,Pomegranate
1391,Garnet
1392,Cherry Red
1393,Hot Pink
1394,Silk Pink
1395,Blush Pink
1396,Concord Grape
1397,Purple Haze
1398,Sandy
1399,Gabby
1400,Jessica
1401,Betty
1402,Holly
1403,Isabella
1404,Wearable Mauve
1405,Wearable Nude
1406,Wearable Bronze
1407,Wearable Berry
1408,Wearable Rose
1409,Brilliance
1410,Raspberry Tea
1411,Sugar Plum
1412,Pomegrante
1413,Cassis
1414,Cupcake
1415,Wild Honey
1416,Almond Tart
1417,Chiffon
1418,Iced Coffee
1419,Ecru
1420,Sandy Beige
1421,Golden Beige
1422,Medium Neutral
1423,Medium Deep Neutral
1424,Medium Deep Golden
1425,Toffee
1426,Buff Beige
1427,Delicate Beige
1428,Cafe au Lait
1429,Deep Neutral
1430,Amber Glow
1431,Amber Beige
1432,Peruvian Bronze
1433,Cameo Shrimp
1434,Frosted Red
1435,Tawny Pink Glace
1436,Satin Cinnamon
1437,Cafe Pink
1438,Ash Blond
1439,Taupe
1440,Light Brown
1441,Dark Brown
1442,Ginger
1443,Wheat
1444,L10
1445,L20
1446,L60
1447,ML40
1448,ML80
1449,M30
1450,M70
1451,M90
1452,Cream
1453,Porcelain
1454,Sesame
1455,Vanilla
1456,Ivory
1457,Natural
1458,Alabaster
1459,Alabaster Beige
1460,Creamy Beige
1461,Simply Beige
1462,Soft Bisque
1463,Ecru
1464,Sandy Beige
1465,Golden Beige
1466,Pure Beige
1467,Tan Beige
1468,Sun Beige
1469,Light
1470,Cool Light
1471,Warm Light
1472,Medium Light
1473,Warm Medium
1474,Medium
1475,Cool Medium
1476,Bamboo
1477,Olive
1478,Mocha
1479,Toffee
1480,Soft Yellow
1481,Soft Green
1482,Cream
1483,Porcelain
1484,Sesame
1485,Vanilla
1486,Ivory
1487,Alabaster
1488,Alabaster Beige
1489,Creamy Beige
1490,Simply Beige
1491,Soft Bisque
1492,Quiet Rose
1493,Sandy Beige
1494,Pure Beige
1495,Tan Beige
1496,Sun Beige
1497,Clay
1498,Cream
1499,Porcelain
1500,Ivory
1501,Alabaster
1502,Creamy Beige
1503,Simply Beige
1504,Soft Bisque
1505,Quiet Rose
1506,Ecru
1507,Sandy Beige
1508,Golden Beige
1509,Pure Beige
1510,Tan Beige
1511,Sun Beige
1512,Cafe au Lait
1513,Espresso
1514,L10
1515,L14
1516,L18
1517,L22
1518,L24
1519,ML30
1520,ML34
1521,ML38
1522,ML42
1523,M50
1524,M54
1525,M58
1526,MD70
1527,MD74
1528,D80
1529,L10
1530,L18
1531,L22
1532,L24
1533,L26
1534,ML30
1535,ML34
1536,ML36
1537,ML42
1538,M50
1539,M54
1540,M58
1541,MD70
1542,MD74
1543,D80
1544,Creamy Bisque - 401
1545,Fair Ivory - 402
1546,Light Beige - 404
1547,Medium Beige - 406
1548,Fair Beige - 414
1549,Fair Beige - 414
1550,Fair Beige - 414
1551,Minx Liner Shadow
1552,Celestine Eyecolor
1553,St. Barts
1554,Maverick
1555,Bora Bora
1556,Copacabana
1557,St. Tropez
1558,Waikiki
1559,Tinted
1560,Raspberry Red
1561,Passionate Purple
1562,Opal Shimmer
1563,Chocolate Brown
1564,Glistening Mango
1565,Glistening Rose
1566,Glistening Gold
1567,Glistening Sea
1568,Glistening Cobalt
1569,Glistening Violet
1570,Superfine Bold White
1571,Cantaloupe
1572,Ocean Drive
1573,Lilac
1574,Fire Engine Red
1575,Cobalt
1576,Plum
1577,Mod Squad
1578,Tye Dye Pink
1579,Disco
1580,Hippie
1581,Woodstock
1582,Ruby Slippers
1583,Emerald
1584,Maliblu
1585,Amethyst
1586,Tourmaline
1587,Psychedelic
1588,It's a Boy
1589,Negligee
1590,Lemon Meringue
1591,Sea Foam Green
1592,It's a Girl
1593,Peridot
1594,Crystals
1595,Canary Diamond
1596,Tuscany
1597,Harvest
1598,Fire & Ice
1599,Ecstacy
1600,Merry Gold
1601,Xtra Black
1602,Black Brown
1603,Copper Radiance
1604,Ultra Fair
1605,Ultra Cameo
1606,Ultra Buff
1607,Ultra Ivory
1608,Ultra Chiffon
1609,Ultra Neutral
1610,Ultra Cream
1611,Ultra Blush
1612,Ultra Bisque
1613,Ultra Sand
1614,Ultra Golden
1615,Ultra Beige
1616,Ultra Honey
1617,Ultra Tan
1618,Ultra Amber
1619,Ultra Spice
1620,Ultra Toffee
1621,Translucent
1622,Translucent
1623,Taupe
1624,Light Brown
1625,Auburn
1626,Brown
1627,Platinum
1628,Light Brown/Taupe
1629,Ash Blond/Light Auburn
1630,Platinum/Platinum Brown
1631,Mocha/Rich Brown
1632,Black
1633,Platinum Brown
1634,Porcelain
1635,Ivory
1636,Light Neutral
1637,Alabaster Beige
1638,Creamy Beige
1639,Cocoa Buff
1640,Spice Sachet
1641,Guava
1642,Mocha Honey
1643,Perfect Peach
1644,Coral Rust
1645,Peach Brandy
1646,Wild Ginger
1647,Cherry Cola
1648,Chocolate Mousse
1649,Brownstone
1650,Gold Amber
1651,Burnished Brown
1652,Ruby Slipper
1653,Cameo Red
1654,Sweet Marmalade
1655,Desert Rose
1656,Antique Rose
1657,Persian Lilac
1658,Carnation Pink
1659,Plum Crazy
1660,Sugared Plum
1661,Berry Kiss
1662,Rich Burgundy
1663,Sparkling Wine
1664,Wild Berry
1665,Bistro Berry
1666,Eggplant
1667,Malt Tease
1668,Milk Chocolate
1669,Honey Dew
1670,Sun Drenched
1671,Autumn Rain
1672,Bare it Claret
1673,I Dew
1674,Water-melon
1675,Caramel Pink
1676,Berry Berry Wet
1677,Angel Mist
1678,Honey
1679,Brandy
1680,Tawny
1681,Sandy
1682,Spicy
1683,Sweet Tea
1684,Sweetly
1685,Rosy
1686,Mauvey
1687,Brightly
1688,Plummy
1689,Silver Taupe
1690,Coffee Bean
1691,Eggplant
1692,Charcoal
1693,Dusk
1694,Pine
1695,Sage
1696,Black Onyx
1697,Translucent
1698,Barely There
1699,Nearly Nude
1700,Almost Tan
1701,Almost Auburn
1702,Translucent
1703,Barely There
1704,Nearly Nude
1705,Almost Tan
1706,Almost Auburn
1707,Bronze
1708,Brown
1709,Coffee
1710,Thyme
1711,Aubergine
1712,Slate
1713,Navy
1714,Black
1715,Ivory
1716,Ice
1717,Brass
1718,Buff
1719,Lava
1720,Pewter
1721,Stay Steel
1722,Zinc
1723,Storm
1724,Ebony
1725,Ice/Cocoa
1726,Oyster
1727,Bare
1728,Almond
1729,Linen
1730,Sand
1731,Bisque
1732,Lox
1733,Moss
1734,Hazel
1735,Mink
1736,Cola
1737,Cappuccino
1738,Cocoa
1739,Chocolate
1740,Nile/Vine
1741,Linen/Mink
1742,Bisque/Cola
1743,Sand/Cappuccino
1744,Suede/Toast
1745,Champagne
1746,Shell
1747,Rosewater
1748,Gelato
1749,Tearose
1750,Bordeaux
1751,Shell/Tearose
1752,Candy/Stay Steel
1753,Sky
1754,Grape/Blueberry
1755,Iris/Zinc
1756,Pink Ice
1757,Guava
1758,Shrimp-ton
1759,Mocha Pink
1760,Penny Lane
1761,Mocha Java
1762,Satin Coffee
1763,Rich Raisin
1764,Sun Bronze
1765,Malted Milk
1766,Ginger Pop
1767,Champagne Toast
1768,Sugared Bronze
1769,Sparkling Nectar
1770,Coral Frost
1771,Sienna
1772,Tulips to Kiss
1773,Ruby Guava
1774,Amber Rose
1775,Peaches & Gleam
1776,Sugarstick
1777,Coral Rust
1778,Persimmon
1779,Ruby Cube
1780,Maraschino
1781,Red Hot
1782,Rose Sorbet
1783,Peony
1784,Raspberry on Ice
1785,Terra Rosa
1786,Plum Passion
1787,Red Brick
1788,Cocoplum
1789,Claret Creme
1790,Ruby
1791,Black Currant
1792,Platinum Pink
1793,Hot Date
1794,Canyon Rose
1795,Diamond Girl
1796,Peri-twinkle
1797,Champagne Wishes
1798,Seeing Green
1799,Gilty Pleasure
1800,Lucky Penny
1801,Paparazzi Pink
1802,Mauvie Star
1803,Peek-a-Blue
1804,Gardenia
1805,Dove
1806,Dusk
1807,Chamois
1808,French Vanilla
1809,Fox
1810,Semi-Sweet
1811,Ballerina
1812,Pink Truffle
1813,Brandy
1814,Freesia
1815,Mist
1816,Grapevine
1817,Nocturnal
1818,Silver Lilac
1819,Cotton Candy
1820,Just Skin
1821,Hot Stuff
1822,Sugar-Coated
1823,Foxy
1824,Gold Leaf
1825,Iced Guava
1826,Spring Rose
1827,Brownberry
1828,Sheer Kiss
1829,Pearl Pink
1830,Plum Rose
1831,Sweetness
1832,Iced Berry
1833,Tonic
1834,Iced Coffee
1835,Cafe Royale
1836,Sass-parilla
1837,Hot Cocoa
1838,Bubbly
1839,Biscotti
1840,Copper
1841,Silver Spoon
1842,Seduction
1843,Blueberry
1844,Aquamarine
1845,Mint
1846,Popsicle
1847,Dove
1848,Top Hat
1849,Copperfield
1850,Velvet Curtain
1851,Magic Wand
1852,Bunny Ears
1853,Hocus Pinkus
1854,Magic Carpet
1855,Abracadabra
1856,Sorcery
1857,Supernatural
1858,3D Purple
1859,3D White
1860,3D Orange
1861,3D Green
1862,Miami Beach
1863,Newport Beach
1864,Palm Beach
1865,Pebble Beach
1866,Stinson Beach
1867,Earth
1868,Eggplant
1869,Natural
1870,Shell
1871,Thisle
1872,Twig
1873,Creamy Bisque
1874,Pink Mirage
1875,Sugar Plum
1876,Ramblin Rose/Earth Quake
1877,Pink Halo
1878,Aqua Shock
1879,Pink Halo/Va-Va Violet
1880,Snowcone
1881,Creamsicle
1882,Vanilla Bean
1883,Karat Cake
1884,Caramel
1885,Pistachio
1886,Icing
1887,Bare Mocha
1888,Spice Chiffon
1889,Nouveau Rose
1890,Velvet Mauve
1891,Mauve Silk
1892,Caramel Kiss
1893,Pink Mink
1894,Hot Bronze Glace
1895,Gold Plated Bronze
1896,Peruvian Bronze
1897,Fig
1898,Cameo Shrimp
1899,Smoked Mauve
1900,Sweetheart
1901,Satin Cinnamon
1902,Raspberry Crush
1903,Blackberry
1904,Cameo Appearance
1905,Pink Aura
1906,Choco-Lite
1907,Chocolate Dipped
1908,Red Lacquer
1909,Peachy Sheen
1910,Star Spangled
1911,Ruby Red
1912,Razzle Dazzle
1913,Pink Chandelier
1914,Jolted Mauve
1915,Radiant Raspberry
1916,Cameo
1917,Nectar
1918,Honey
1919,Cinnamon
1920,Porcelain
1921,Sesame
1922,Vanilla
1923,Ivory
1924,Natural
1925,Alabaster
1926,Alabaster Beige
1927,Creamy Beige
1928,Simply Beige
1929,Soft Bisque
1930,Sandy Beige
1931,Caramel
1932,Auburn
1933,701
1934,703
1935,704
1936,303
1937,304
1938,305
1939,308
1940,310
1941,311
1942,313
1943,314
1944,312
1945,Snow
1946,Starry Night
1947,Champagne
1948,Starry Night
1949,Snow
1950,Champagne
1951,Sky
1952,Cinnamon
1953,Espresso
1954,Mauve
1955,Emerald
1956,Blue Marine
1957,Bronze
1958,Gun Metal
1959,Copper
1960,White Chocolate
1961,Midnight
1962,Platinum
1963,Teal
1964,Cream Cocoa
1965,Golden Bronze
1966,Eggplant
1967,Coral
1968,Green Apple
1969,Rose
1970,Taupe
1971,Cranberry
1972,Fairy Pink
1973,Purple Haze
1974,Peach
1975,Orange Crush
1976,Olive
1977,Soft Pink
1978,Bark
1979,Burgundy
1980,Black Brown
1981,L10
1982,L20
1983,ML30
1984,ML40
1985,MD50
1986,MD70
1987,Cream
1988,Porcelain
1989,Ivory
1990,Alabaster
1991,Creamy Beige
1992,Simply Beige
1993,Soft Bisque
1994,Quiet Rose
1995,Ecru
1996,Sandy Beige
1997,Golden Beige
1998,Pure Beige
1999,Tan Beige
2000,Cafe Beige
2001,Sun Beige
2002,Soft Honey
2003,Cafe au Lait
2004,Taupe
2005,Soft Blond
2006,Auburn
2007,Soft Brown
2008,Brunette
2009,Taupe
2010,Dark Brown
2011,Taupe
2012,Goldspice
2013,Brown Suede
2014,Dark Brown
2015,Dusk
2016,Raisin
2017,Platinum
2018,Ebony
2019,Neutrals
2020,Nudes
2021,Naturals
2022,Cocoas
2023,Peaches
2024,Siennas
2025,Chocolate Kisses
2026,Bronzes
2027,Light Chocolates
2028,Dark Chocolates
2029,Roses
2030,Plums
2031,Burgundies
2032,Berries
2033,Wines
2034,Mauves
2035,Galaxy
2036,Jaded
2037,Copperized
2038,Teak
2039,Royalty
2040,Forest
2041,Earthy
2042,Java
2043,Hazy
2044,Blackout
2045,Majestic
2046,Taupe
2047,Light Brown
2048,Dark Brown
2049,Grey
2050,Mocha
2051,Deep Violet
2052,Deep Violet
2053,High Density Black
2054,Rich Brown
2055,Extreme Blue
2056,Fascinating Violet
2057,Burgundy
2058,Deep Night
2059,Sublime Grey
2060,Infinite Black
2061,Infinite Brown
2062,Infinite Green
2063,Infinite Burgundy
2064,Infinite Petrol-Blue
2065,Sahara
2066,Indian Pink
2067,Tawny
2068,Lilac Sky
2069,Riviera
2070,Garden of Eden
2071,Bronze Gold
2072,Midnight
2073,Heavenly Beige
2074,Astral Brown
2075,Blue Legend
2076,Grey Illusion
2077,Golden Sand
2078,Brown Earth
2079,Shimmering Quartz
2080,Deep Amethyst
2081,Sienna
2082,Lavender
2083,Absinthe Green
2084,Nude
2085,Tawny
2086,Pastel
2087,Fuchsia
2088,Cognac
2089,True Red
2090,Wine
2091,Natural
2092,Cinnamon
2093,Plum
2094,Coffee
2095,Toffee
2096,Blackberry
2097,Rose
2098,Brown
2099,Pure Nude
2100,Pure Rose
2101,Pure Coral
2102,Pure Rasperry
2103,Pure Fuchsia
2104,Pure Plum
2105,Glossy Pink
2106,Glossy plum
2107,Glossy Brown
2108,Glossy Nude
2109,Glossy Candy
2110,Simply Gold
2111,Golden Praline
2112,Golden Pink
2113,Golden Fuchsia
2114,Golden Copper
2115,Golden Plum
2116,Golden Amber
2117,Golden Blackcurrant
2118,Golden Grenat
2119,Golden Peony
2120,Golden Whisper
2121,Golden Cinnamon
2122,Golden Nude
2123,Golden Purple
2124,Golden Berry
2125,Tequila Sunrise
2126,Rum Punch
2127,Shirley Temple
2128,Sangria
2129,Cranberry Splash
2130,Strawberry Smoothie
2131,Pink Champagne
2132,Pink Lady
2133,Pink Cadillac
2134,Razztini
2135,Black
2136,Black Brown
2137,Pillow Talk
2138,Bare Hug
2139,Stolen Kisses
2140,Petal Pusher
2141,I'm Peachless
2142,Juicy Secret
2143,Honeybunch
2144,Amber Embrace
2145,Darling Clementine
2146,Cinnamon Sugar
2147,Bronze Satin
2148,Pinking of You
2149,Date Night
2150,Ginger Snapped
2151,Sweet
2152,Berry Romantic
2153,Rosy Outlook
2154,Feeling Sunny
2155,Just Peachy
2156,In the Pink
2157,Coy
2158,Berry Happy
2159,Come Heather
2160,Rosy Outlook
2161,Feeling Sunny
2162,Just Peachy
2163,In the Pink
2164,Coy
2165,Berry Happy
2166,Come Heather
2167,Soft Mocha
2168,Real Rose
2169,Dusty Rose
2170,Bare Blush
2171,Sugar Melon
2172,Rich Rose
2173,Teakwood
2174,Real Brown
2175,Bare Coral
2176,Sheer Blush
2177,Razzle Dazzle
2178,Real Copper
2179,Soft Red
2180,Sheer Pink
2181,Premiere Pink
2182,Soft Pink
2183,Pink Bliss
2184,Flamingo Rose
2185,Virtual Pink
2186,Mauvelous
2187,Bare Mauve
2188,Mauve Magic
2189,Red in Love
2190,Rose Kiss
2191,Latte
2192,Peach
2193,Spice
2194,Heather
2195,Spun Sugar
2196,Plum
2197,Pixiedust
2198,Stardust
2199,Moondust
2200,Sand Dune
2201,Sunbeam
2202,Tiger's Eye
2203,Sand Dune/Tiger's Eye
2204,Cream
2205,Sun Ray
2206,Golden Sage
2207,Sun Ray/Loca Mocha
2208,Bamboo Bronze
2209,Harvest
2210,Tuxedo Pink
2211,Frozen Mango
2212,Wild Blackberry
2213,Nude Beige
2214,Sensual Silk
2215,Ultimate Beige
2216,Sweet Honey
2217,Divine Mahogany
2218,Legendary Mocha
2219,Lingerie Pink
2220,Fetish Pink
2221,Pink Caress
2222,Provocative Pink
2223,Rose Culte
2224,Forbidden Burgundy
2225,Peach Passion
2226,Orange Shiver
2227,Extreme Coral
2228,Red Temptation
2229,Red Muse
2230,Rouge Muse
2231,Frivolous Pink
2232,Spicy Pink
2233,Vibrant Brown
2234,Exquisite Plum
2235,Luscious Pink
2236,Praline Delights
2237,Soft Beige
2238,Tender Peach
2239,Gold Shimmer
2240,Pink Quartz
2241,Sparkling  Garnet
2242,Misty Pink
2243,Petal of Rose
2244,Sparkling Nude
2245,Magic Copper
2246,Glamorous Red
2247,Pink Topaz
2248,Amethyst Sparkle
2249,Golden Sand
2250,Truly Red
2251,Glittering Fuchsia
2252,Opium Red
2253,Fuchsia Pink
2254,Indian Sari
2255,Pink Celebration
2256,Vivid Pink
2257,Golden Copper
2258,Ultra Flame
2259,Tropical Pink
2260,Rosy Coral
2261,Golden Melon
2262,Madras Pink
2263,Glazed Sienna
2264,Rosewood
2265,Venetian Rose
2266,Marbled Gold
2267,Cashmere Pink
2268,Tyrian Purple
2269,Golden Burgundy
2270,Golden Cherry
2271,Golden Lavender
2272,Red Strass
2273,Plum Fusion
2274,Venus Rose
2275,Pink Diamond
2276,Brick Red
2277,Bohemia Rose
2278,Italian Cherry
2279,Frosted Fig
2280,Candy Plum
2281,Natural Pink
2282,Natural Beige
2283,Natural honey
2284,Pink Sorbet
2285,Frozen Mocha
2286,Shimmering Pink
2287,Plum Harmony
2288,Brown Harmony
2289,Fuchsia Orange
2290,Blackcurrant Rose
2291,Red Cristal
2292,Raspberry Violet
2293,Pastel
2294,Rose
2295,Sublime Red
2296,Copyright Red
2297,Flaming Orange
2298,Golden Touch
2299,Pure Pearl
2300,Nude Beige
2301,Transparent Pink
2302,Pink Pearl
2303,Pink Diamond
2304,Fuchsia Pink
2305,Pink Moon
2306,Opium Red
2307,Sparkling White
2308,Sparkling Garnet
2309,Purple Rose
2310,Black Tulip
2311,Tuxedo Grey
2312,Rich Coffee
2313,Deep Blue
2314,Moonlight White
2315,Extreme Purple
2316,Crystal Touch
2317,Beige Touch
2318,Pearly Touch
2319,Pink Touch
2320,Tender Pink Touch
2321,Coral Touch
2322,Ivory Beige
2323,Nude Beige
2324,Pink Beige
2325,Golden Beige
2326,Pink Bloom
2327,Caramel
2328,Cinnamon Rose
2329,Amber
2330,Coriander
2331,Rose Whisper
2332,Pink Delight
2333,Silky Nude
2334,Coral Sand
2335,Even Beige
2336,Glowing Pink
2337,Bright Blue
2338,Natural Light
2339,Light Sand
2340,Pink Beige
2341,Golden Beige
2342,Amber Honey
2343,Copper Sun
2344,Light Sun
2345,Golden Sun
2346,Copper Sun
2347,Iridescent Sun
2348,Ivory
2349,Blond
2350,Opal
2351,Sand
2352,Peach
2353,Golden Beige
2354,Pink Beige
2355,Honey
2356,Cinnamon
2357,Mocha
2358,Silky Cinnamon
2359,Silk Honey
2360,Silky Amber
2361,Silky Sand
2362,Silky Opal
2363,Silky Beige
2364,Silky Ivory
2365,Silky Blond
2366,Silky Hazelnut
2367,Ivory
2368,Blond
2369,Opal
2370,Sand
2371,Peach
2372,Golden Beige
2373,Pink Beige
2374,Amber
2375,Honey
2376,Cinnamon
2377,Hazelnut
2378,Caramel
2379,Radiant Mauve
2380,Rose Pearl
2381,Champagne
2382,Apricot
2383,Beige
2384,Caramel
2385,Golden Sand
2386,Tan Glow
2387,Sunkissed Beige
2388,Ivory
2389,Blond
2390,Opal
2391,Sand
2392,Peach
2393,Golden Beige
2394,Pink Beige
2395,Amber
2396,Honey
2397,Cinnamon
2398,Peach
2399,Pink Amber
2400,Pink Beige
2401,Natural Beige
2402,Amber Honey
2403,Cinnamon
2404,Peach
2405,Golden Beige
2406,Pink Amber
2407,Warm Beige
2408,Natural Beige
2409,Amber Honey
2410,Caramel
2411,Sandy Rose
2412,Rose
2413,Navy
2414,Latte
2415,Lilac
2416,Charcoal
2417,Turquoise
2418,Glow Green
2419,Purple Passion
2420,Soft Peach -190
2421,Mixed Berry - 192
2422,Passion Berry - 193
2423,Pink Wisp - 1101
2424,Petal Pink - 1102
2425,Raisin Berry - 1103
2426,Icy Grape - 1104
2427,Lush Red - 1105
2428,Berry Red - 1106
2429,Rosewood - 1107
2430,Toasted Red - 1108
2431,Latte  - 1109
2432,Orange Burst - 1110
2433,Spiced Rum - 1111
2434,Burnt Copper - 1112
2435,Copper Gold - 1113
2436,Sweet Plum - 1114
2437,Tea Rose - 1115
2438,Iced Wine - 1119
2439,Merlot - 1120
2440,Red Spark - 1121
2441,Creamy Bisque - 401
2442,Fair Ivory - 402
2443,Light Beige - 404
2444,Medium Beige - 406
2445,Natural Beige - 412
2446,Fair Beige - 414
2447,Red Beige - 415
2448,Light Cocoa - 416
2449,Cocoa - 417
2450,Light - 501
2451,Medium - 503
2452,Green - 506
2453,Yellow  - 507
2454,Dark Brown
2455,Glazed Brown
2456,Ash
2457,Ebony
2458,Intense Black
2459,Ocean Blue
2460,Indigo
2461,Golden Khaki
2462,Shimmering Burgundy
2463,Mink Touch
2464,Mercury
2465,Woody Brown
2466,Paradise Blue
2467,White Frost
2468,Bronze Frost
2469,Copper Frost
2470,Steel Reflections
2471,Reflections of Moss
2472,Chocolate Reflections
2473,Marine Reflections
2474,Emerald Reflections
2475,Shade 1
2476,Shade 2
2477,Shade 3
2478,Easy Black
2479,Easy Brown
2480,Easy Blue
2481,Shade 0
2482,Pink Sands
2483,Amethyst Gray
2484,Golden Fern
2485,Copper Brown
2486,Deep Black
2487,Deep Brown
2488,Deep Green
2489,Ever Black
2490,Ever Brown
2491,Ever Blue
2492,Ever Violet
2493,Ever Burgundy
2494,Ever Green
2495,Ever Steel Blue
2496,Black Abyss
2497,Deep See Brown
2498,Oceanic Blue
2499,Aquatic Violet
2500,Marine Burgundy
2501,Ever Black
2502,Ever Brown
2503,Ever Navy Blue
2504,Ever Burgundy
2505,Ever Peacock Blue
2506,White
2507,Pink
2508,Purple
2509,Very Black
2510,Brownish Black
2511,Soft Black
2512,Very Black
2513,Brownish Black
2514,Born With It
2515,Touch of Tofee
2516,Broadway Bronze
2517,Wine all Mine
2518,Cranberry Cocktail
2519,Plum-tastic
2520,Sugared Honey
2521,Mocha Glaze
2522,Sandstone Shimmer
2523,Pink Perfection
2524,Raspberry Sorbet
2525,Hooked on Pink
2526,Ivory
2527,Medium Beige
2528,Deep Beige
2529,Light
2530,Cream
2531,Nude
2532,Peach
2533,Pink
2534,Very Black
2535,Blackest Black
2536,Brownish Black
2537,Black
2538,Blackest Black
2539,Very Black
2540,Blackest Black
2541,Brownish Black
2542,Very Black
2543,Beige
2544,Ivory
2545,Latte
2546,Fair
2547,Cream
2548,Glam Black
2549,Glam Brown
2550,Classic Black
2551,Extremely Sheer
2552,Honey Beige
2553,Natural Beige
2554,Sandy Beige
2555,Cocoa
2556,Natural Ivory
2557,Nude
2558,Opium Red
2559,Nude Beige
2560,Cinnamon Velvet
2561,Candy Pink
2562,Star Red
2563,Pink Orchid
2564,Pomegranate Red
2565,Purple Velvet
2566,Pink Satin
2567,Honey Beige
2568,Cinnamon Velvet
2569,Blazing Red
2570,Silky Apricot
2571,Paradise Pink
2572,Romantic Pink
2573,Hazelnut
2574,Tea Rose
2575,Black Tulip
2576,Sublime Red
2577,Sweet Dark Purple
2578,Pink Grenadine
2579,Pink
2580,Green
2581,Purple
2582,Pink
2583,Shimmer Pink
2584,Purple
2585,Shimmer Purple
2586,Blue
2587,Green
2588,Orange
2589,Yellow
2590,Sparkling Beige
2591,Purple Beige
2592,Pink Beige
2593,Carmine Beige
2594,Coral Harmony
2595,Pink Harmony
2596,Born With It
2597,Very Black
2598,Brownish Black
2599,Soft Black
2600,Glam Black
2601,Classic Brown
2602,Classic Black
2603,Glam Brown
2604,Clear
2605,Soft Black
2606,Dark Brown
2607,Medium Brown
2608,Light Brown
2609,Dark Blonde
2610,Light Blonde
2611,Clearly Plump
2612,Born With It
2613,Pouty Passion
2614,Fully Blushed
2615,Peachy Flush
2616,Full-Bodied Wine
2617,Lusciously Spiced
2618,Seductively Nude
2619,Sensuous Ruby
2620,Plum Plump
2621,Sunlight Bronze
2622,Sunrise Bronze
2623,Sunset Bronze
2624,Light
2625,Medium
2626,Bronzer
2627,Dark
2628,Translucent
2629,Fair
2630,Cream
2631,Ivory
2632,Sand
2633,Latte
2634,Beige
2635,Tan
2636,Nude
2637,Honey  Beige
2638,Pure Beige
2639,Sandy Beige
2640,Creamy Natural
2641,Natural Ivory
2642,Translucent
2643,Classic Ivory
2644,Light Ivory
2645,Natural Beige
2646,Pure Beige
2647,Sandy Beige
2648,Light Beige
2649,Creamy Natural
2650,Nude
2651,Natural Ivory
2652,Classic Ivory
2653,Cocoa
2654,Toffee
2655,Honey Beige
2656,Medium Beige
2657,Porcelain Ivory
2658,Caramel
2659,Caramel
2660,Tan
2661,Gentle Pink
2662,Fresh Plum
2663,True Peach
2664,Original Rose
2665,Soft Mauve
2666,Very Black
2667,Beige
2668,Cream
2669,Sand
2670,Honey
2671,Rhinestone Pink
2672,Golden Pink
2673,Pink Icing
2674,Grape Glimmer
2675,Gloss
2676,Sugared Raisin
2677,Golden Toffee
2678,Chestnut Glow
2679,Nude Glaze
2680,Wine Shine
2681,Radiant Ruby
2682,Citrus Glow
2683,Blackberry Glaze
2684,Plum Dream
2685,Glass Rose
2686,Ebony Black
2687,Brownish Black
2688,Chestnut Brown
2689,Soft Black
2690,Slate Gray
2691,Khaki Green
2692,Rich Raisin
2693,Navy Blue
2694,Brownish Black
2695,Very Black
2696,Pink
2697,Mauve
